"*",1,6,103,,
MFDN,MFADDRT,MFCN,MFIKEY,MFVDN,MFMTID,MFLINE,MFFAX,MFRBC,MFCMODE,MFSRESO,MFSHEET,MFSHEETC1,MFSHEETC2,MFPMAX,MFTMSND,MFTMSNDH,MFTMSNDM,MFMBOX,MFMBOXPS,MFMBOXID,MFRLY,MFRLYID,MFRLYPRN,MFRLYNUM,MFCHRGT1,MFCHRGT2,MFCHRGT3,MFFCODE,MFPCODE,MFSG3FRBT,MFMDMSPD,MFECMFRBT,MFEJBIGFRBT,MFRDTIMES,MFSNDLV,MFRCVLV,MFIFAX,MFTIFF,MFIFAXCMODE,MFIFAXSRESO,MFIFAXPMAX,MFIFAXTMSND,MFIFAXTMSNDH,MFIFAXTMSNDM,MFSN,MFGN,MFMAIL,MFAUX1,MFAUX2,MFAUX3,MFSVRT,MFSVRADDR,MFPORT1,MFPORT2,MFUSER,MFPASSWD,MFVOLUME,MFPATH,MFUSETLS,MFIPFAX,MFIPFAXCMODE,MFIPFAXSRESO,MFIPFAXSHEET,MFIPFAXSHEETC1,MFIPFAXSHEETC2,MFIPFAXPMAX,MFIPFAXTMSND,MFIPFAXTMSNDH,MFIPFAXTMSNDM,MFIPFAXMBOX,MFIPFAXMBOXPS,MFIPFAXMBOXID,MFIPFAXRLY,MFIPFAXRLYID,MFIPFAXRLYNUM,MFIPFAXRLYPRN,MFIPFAXCHRGT1,MFIPFAXCHRGT2,MFIPFAXCHRGT3,MFIPFAXFCODE,MFIPFAXPCODE,MFIPFAXSG3FRBT,MFIPFAXMDMSPD,MFIPFAXECMFRBT,MFIPFAXEJBIGFRBT,MFIPFAXRDTIMES,MFIPFAXSNDLV,MFIPFAXRCVLV,MFENCSTR
0408,SERVER,佐久間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ecotn-15,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0409,SERVER,阿部（ノート）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN104,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0410,SERVER,白井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ecotn-26,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411,SERVER,森本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN-62,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0412,SERVER,真木,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-13,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0414,SERVER,佐藤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN50,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0416,SERVER,滝本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ecotn-14,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0417,SERVER,内藤（ノート）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ecohn-77,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0419,SERVER,門馬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-39,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0420,SERVER,伊藤（亮）,い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,EGACN15,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0425,SERVER,谷口諒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-22,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0427,SERVER,圓道寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-43,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0430,SERVER,吉田,よ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOT32,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0434,SERVER,鎌田,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-35,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0435,SERVER,井池,い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-30,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0436,SERVER,野田,の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN52,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0437,SERVER,若松,わ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN53,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0438,SERVER,林,は,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-23,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0439,SERVER,伊藤(純),い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-34,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0441,SERVER,玉川,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTHN-03,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0442,SERVER,鵜澤,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-29,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0443,SERVER,大野,お,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOKN-29,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0444,SERVER,岸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN-61,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0445,SERVER,青林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,EGAKN-04,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0447,SERVER,中井,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN45,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,SERVER,内田,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN47,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0449,SERVER,新井,あ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-40,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0450,SERVER,石塚,い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN-51,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0451,SERVER,齊藤,さ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-38,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0452,SERVER,石井,い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN49,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0453,SERVER,吉川,よ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,des-svr,,,administrator,HYxa2mAGSGnI2wOuVnWosQ==,DES,\08　企画管理本部\企画管理(共有)\【情報システム】\吉川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0454,SERVER,谷口(正),た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ecohn107,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0456,SERVER,幡野,は,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN-49,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,SERVER,書類仮保管,し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,192.168.201.252,,,administrator,wi7Mt58UDEN9tBtybdHG9w==,DES,\案件ファイル\書類仮保管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*"
