"*",1,6,103,,
MFDN,MFADDRT,MFCN,MFIKEY,MFVDN,MFMTID,MFLINE,MFFAX,MFRBC,MFCMODE,MFSRESO,MFSHEET,MFSHEETC1,MFSHEETC2,MFPMAX,MFTMSND,MFTMSNDH,MFTMSNDM,MFMBOX,MFMBOXPS,MFMBOXID,MFRLY,MFRLYID,MFRLYPRN,MFRLYNUM,MFCHRGT1,MFCHRGT2,MFCHRGT3,MFFCODE,MFPCODE,MFSG3FRBT,MFMDMSPD,MFECMFRBT,MFEJBIGFRBT,MFRDTIMES,MFSNDLV,MFRCVLV,MFIFAX,MFTIFF,MFIFAXCMODE,MFIFAXSRESO,MFIFAXPMAX,MFIFAXTMSND,MFIFAXTMSNDH,MFIFAXTMSNDM,MFSN,MFGN,MFMAIL,MFAUX1,MFAUX2,MFAUX3,MFSVRT,MFSVRADDR,MFPORT1,MFPORT2,MFUSER,MFPASSWD,MFVOLUME,MFPATH,MFUSETLS,MFIPFAX,MFIPFAXCMODE,MFIPFAXSRESO,MFIPFAXSHEET,MFIPFAXSHEETC1,MFIPFAXSHEETC2,MFIPFAXPMAX,MFIPFAXTMSND,MFIPFAXTMSNDH,MFIPFAXTMSNDM,MFIPFAXMBOX,MFIPFAXMBOXPS,MFIPFAXMBOXID,MFIPFAXRLY,MFIPFAXRLYID,MFIPFAXRLYNUM,MFIPFAXRLYPRN,MFIPFAXCHRGT1,MFIPFAXCHRGT2,MFIPFAXCHRGT3,MFIPFAXFCODE,MFIPFAXPCODE,MFIPFAXSG3FRBT,MFIPFAXMDMSPD,MFIPFAXECMFRBT,MFIPFAXEJBIGFRBT,MFIPFAXRDTIMES,MFIPFAXSNDLV,MFIPFAXRCVLV,MFENCSTR
0011,FAX,星山興業,ほ,,,0,7940288,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nzk-MDI4OAk=
0012,FAX,エーテック,え,,,0,0526016890,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjAxNjg5MAk=
0013,FAX,大西建設,お,,,0,0526013694,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjAxMzY5NAk=
0014,FAX,横浜ＲＣ,よ,,,0,0455027607,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDQ1NTAyNzYwNwk=
0015,FAX,Ｔ－ＴＥＣ,Ｔ,,,0,0526038741,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjAzODc-MQk=
0016,FAX,住友大阪セメント　本巣,す,,,0,0581342039,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4MTM-MjAzOQk=
0017,FAX,スケールハウス,す,,,0,0526897658,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjg5NzY1OAk=
0018,FAX,マルアイ石灰,ま,,,0,0584710803,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4NDcxMDgwMwk=
0019,FAX,グリーンアローズ中部,く,,,0,0526041558,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjA-MTU1OAk=
0020,FAX,九州支店,き,,,0,0937916332,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDkzNzkxNjMzMgk=
0021,FAX,ケイサポート,け,,,0,0562333071,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2MjMzMzA3MQk=
0022,FAX,フジ建材リース,ふ,,,0,0527721451,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNzcyMTQ1MQk=
0023,FAX,大西運輸,お,,,0,0526540866,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjU-MDg2Ngk=
0024,FAX,新栄重機,し,,,0,0568755708,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2ODc1NTcwOAk=
0025,FAX,大翔興業　刈谷,た,,,0,0566933716,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NjkzMzcxNgk=
0026,FAX,伸栄科学,し,,,0,0528003050,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyODAwMzA1MAk=
0027,FAX,太平洋セメント中部,た,,,0,0522183326,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyMjE4MzMyNgk=
0028,FAX,太平洋セメント製造,た,,,0,0594462212,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU5NDQ2MjIxMgk=
0029,FAX,ダイワ,た,,,0,0527222266,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNzIyMjI2Ngk=
0030,FAX,横浜リサイクルセンター,よ,,,0,0455027607,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDQ1NTAyNzYwNwk=
0031,FAX,ムラアーカム,,,,0,0567551200,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NzU1MTIwMAk=
0032,FAX,セイブ大高,,,,0,0526295077,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjI5NTA3Nwk=
0033,FAX,アヴェイル,,,,0,0522030220,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyMjAzMDIyMAk=
0034,FAX,三央　京都本社,さ,,,0,0756627851,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDc1NjYyNzg1MQk=
0035,FAX,セイブ工業,せ,,,0,0526295077,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjI5NTA3Nwk=
0036,FAX,三谷興業,み,,,0,0522017200,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyMjAxNzIwMAk=
0037,FAX,テクノ西村,て,,,0,0522649501,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyMjY-OTUwMQk=
0038,FAX,由良海運　本社,ゆ,,,0,0526612870,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjYxMjg3MAk=
0039,INTERNETFAX,ＤＥＳ弥富リサイクルセンター,Ｄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yatomi@[192.168.216.200],1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040,INTERNETFAX,ＤＥＳ　ＰＣＢ事業部,Ｄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pcb2@[192.168.206.210],1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041,FAX,山之上鉄工,,,,0,0584920565,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4NDkyMDU2NQk=
0042,FAX,明鉱,め,,,0,0522211179,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyMjIxMTE3OQk=
0043,FAX,須藤,す,,,0,0562324775,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2MjMyNDc3NQk=
0044,FAX,名古屋事業部,な,,,0,0528195313,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyODE5NTMxMwk=
0045,FAX,ＮＲＣ事務所,え,,,0,0526897656,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjg5NzY1Ngk=
0046,FAX,多治見砕石,た,,,0,0572276105,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU3MjI3NjEwNQk=
0047,FAX,明興産業,め,,,0,0572233288,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU3MjIzMzI4OAk=
0048,FAX,山吉建設,や,,,0,0534481608,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUzNDQ4MTYwOAk=
0057,SERVER,早川,は,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC-13,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100,INTERNETFAX,NRC事務所,え,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nrc@[192.168.203.200],0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0401,SERVER,ＮＲＣ０３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,econrc03,,,ECO,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0402,SERVER,ＥＮＧ４５,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,eng45,,,administrator,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0403,SERVER,ＥＣＯＨ０１,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOH01,,,administrator,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0404,SERVER,ＥＣＯＮＲＣ０４,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,econrc01,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405,SERVER,原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC09,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0406,SERVER,河津,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC19,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0407,SERVER,田中,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC-16,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0408,SERVER,ECONRC11,Ｅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,econrc11,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0409,SERVER,ECONRC-J01,Ｅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC-J01,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0410,SERVER,ECONRC-J02,Ｅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC-J02,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411,SERVER,池田(和),い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN-75,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0412,SERVER,小西,こ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECONRC-14,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0420,SERVER,飯盛,い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOHN-56,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0421,SERVER,山本　愛理,や,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ECOTN-42,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*"
