"*",1,6,103,,
MFDN,MFADDRT,MFCN,MFIKEY,MFVDN,MFMTID,MFLINE,MFFAX,MFRBC,MFCMODE,MFSRESO,MFSHEET,MFSHEETC1,MFSHEETC2,MFPMAX,MFTMSND,MFTMSNDH,MFTMSNDM,MFMBOX,MFMBOXPS,MFMBOXID,MFRLY,MFRLYID,MFRLYPRN,MFRLYNUM,MFCHRGT1,MFCHRGT2,MFCHRGT3,MFFCODE,MFPCODE,MFSG3FRBT,MFMDMSPD,MFECMFRBT,MFEJBIGFRBT,MFRDTIMES,MFSNDLV,MFRCVLV,MFIFAX,MFTIFF,MFIFAXCMODE,MFIFAXSRESO,MFIFAXPMAX,MFIFAXTMSND,MFIFAXTMSNDH,MFIFAXTMSNDM,MFSN,MFGN,MFMAIL,MFAUX1,MFAUX2,MFAUX3,MFSVRT,MFSVRADDR,MFPORT1,MFPORT2,MFUSER,MFPASSWD,MFVOLUME,MFPATH,MFUSETLS,MFIPFAX,MFIPFAXCMODE,MFIPFAXSRESO,MFIPFAXSHEET,MFIPFAXSHEETC1,MFIPFAXSHEETC2,MFIPFAXPMAX,MFIPFAXTMSND,MFIPFAXTMSNDH,MFIPFAXTMSNDM,MFIPFAXMBOX,MFIPFAXMBOXPS,MFIPFAXMBOXID,MFIPFAXRLY,MFIPFAXRLYID,MFIPFAXRLYNUM,MFIPFAXRLYPRN,MFIPFAXCHRGT1,MFIPFAXCHRGT2,MFIPFAXCHRGT3,MFIPFAXFCODE,MFIPFAXPCODE,MFIPFAXSG3FRBT,MFIPFAXMDMSPD,MFIPFAXECMFRBT,MFIPFAXEJBIGFRBT,MFIPFAXRDTIMES,MFIPFAXSNDLV,MFIPFAXRCVLV,MFENCSTR
0012,FAX,旭有機材株式会社,あ,,12,0,0587938850,0,0,0,0,,,2,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4NzkzODg1MAk=
0013,FAX,知多製品課,ち,,13,0,0526039791,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjAzOTc5MQk=
0014,FAX,イリエ,い,,14,0,052-251-7450,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTI1MS-3NDUwCQ==
0015,FAX,瀧冨工業（水野様）,た,,15,0,052-501-3061,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTUwMS-zMDYxCQ==
0016,FAX,ダイセキ関西事業所,た,,16,0,078-949-1315,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDc4LTk-OS-xMzE1CQ==
0017,FAX,ダイセキ持込専用番号（業務部）,た,,17,0,052-611-4177,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYxMS--MTc3CQ==
0018,FAX,エイムス,え,,18,0,052-409-8686,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQwOS-4Njg2CQ==
0019,FAX,フルノケミテック,ふ,,19,0,0598-52-2103,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU5OC-1Mi-yMTAzCQ==
0020,FAX,株式会社ＭＯＣ,か,,20,0,052-471-2677,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQ3MS-yNjc3CQ==
0021,FAX,ファインオイル（ＮＧＫ発注）,ふ,,21,0,052-201-7602,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTIwMS-3NjAyCQ==
0022,FAX,美栄堂製缶,み,,22,0,052-571-0947,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTU3MS-wOTQ3CQ==
0023,FAX,テクノ西村,て,,23,0,052-264-9501,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTI2NC-5NTAxCQ==
0024,FAX,東海石油企業,と,,24,0,052-353-8518,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTM1My-4NTE4CQ==
0025,FAX,大岩マシナリー,お,,25,0,0526711700,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjcxMTcwMAk=
0026,SERVER,共有ＰＣ,き,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB,ecoh04,,,eco,GXlEDiSTqdnVSghCA/p62A==,scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0027,FAX,アクアシステム,あ,,27,0,0749-23-9122,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDc-OS-yMy-5MTIyCQ==
0028,FAX,東京本社,と,,28,0,03-3456-2802,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDMtMzQ1Ni-yODAyCQ==
0029,FAX,宮崎清洲リサイクルセンター,み,,29,0,052-400-4172,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQwMC--MTcyCQ==
0030,FAX,マサヤイーライフ,ま,,30,0,052-604-7735,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYwNC-3NzM1CQ==
0031,FAX,宝石油機工,た,,31,0,052-604-2958,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYwNC-yOTU4CQ==
0032,FAX,昭和サービス,し,,32,0,052-693-2688,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTY5My-yNjg4CQ==
0033,FAX,コープあいち　名東センター,こ,,33,0,052-703-1218,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTcwMy-xMjE4CQ==
0034,FAX,ＫＳ　ＬＩＮＥ,Ｋ,,34,0,0745-56-5623,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDc-NS-1Ni-1NjIzCQ==
0035,FAX,アビヅ（金属回収）,あ,,35,0,052-619-6761,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYxOS-2NzYxCQ==
0036,FAX,伸栄科学,し,,36,0,052-800-3050,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTgwMC-zMDUwCQ==
0037,FAX,トーカン名古屋工場,と,,37,0,052-652-9400,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTY1Mi-5NDAwCQ==
0038,FAX,刈谷市子ども課,か,,38,0,0566243481,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NjI-MzQ4MQk=
0039,FAX,北陸ダイセキ,ほ,,39,0,076-249-9337,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDc2LTI-OS-5MzM3CQ==
0040,FAX,上野清掃社,う,,40,0,0526048546,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyNjA-ODU-Ngk=
0041,FAX,南海食品,な,,41,0,0573-78-1128,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU3My-3OC-xMTI4CQ==
0042,FAX,清水商会,し,,42,0,052-691-7415,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTY5MS-3NDE1CQ==
0043,FAX,金城印刷,き,,43,0,052-821-6615,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTgyMS-2NjE1CQ==
0044,FAX,ダイセキ名古屋本社,た,,44,0,052-611-0160,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYxMS-wMTYwCQ==
0045,FAX,日本スタンドサービス,に,,45,0,072-968-3900,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDcyLTk2OC-zOTAwCQ==
0046,FAX,ラシック（名古屋ビルサービス）,ら,,46,0,0522613287,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyMjYxMzI4Nwk=
0047,FAX,大栄食品,た,,47,0,058-388-2367,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4LTM4OC-yMzY3CQ==
0048,FAX,静岡油化工業,し,,48,0,0542584737,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU-MjU4NDczNwk=
0049,FAX,合同防災,こ,,49,0,052-601-0503,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYwMS-wNTAzCQ==
0050,FAX,イニシオフーズ　名古屋工場,い,,50,0,0586820863,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4NjgyMDg2Mwk=
0051,FAX,サンクリエイト,さ,,51,0,03-5959-6135,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDMtNTk1OS-2MTM1CQ==
0052,FAX,タイヤショップ東海,た,,52,0,052-604-5544,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYwNC-1NTQ-CQ==
0053,FAX,菊地運輸,き,,53,0,0532-32-4345,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUzMi-zMi--MzQ1CQ==
0054,FAX,ＧＡＣ,Ｇ,,54,0,052-604-1558,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYwNC-xNTU4CQ==
0055,FAX,西尾レント浜松,に,,55,0,0534388248,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUzNDM4ODI-OAk=
0056,FAX,ホーメックス,ほ,,56,0,0565332472,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NTMzMjQ3Mgk=
0057,FAX,神谷商店,か,,57,0,0564-72-8387,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NC-3Mi-4Mzg3CQ==
0058,FAX,ダイセキ　村瀬有様　日本ガイシ,た,,58,0,052-611-0160,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYxMS-wMTYwCQ==
0059,FAX,名古屋市稲西営業所,な,,59,0,052-411-8300,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQxMS-4MzAwCQ==
0060,FAX,クレバーサービス,く,,60,0,052-509-3489,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTUwOS-zNDg5CQ==
0061,FAX,山田商店,や,,61,0,052-652-2630,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTY1Mi-yNjMwCQ==
0062,FAX,サンコーリサイクル,さ,,62,0,052-601-8863,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYwMS-4ODYzCQ==
0063,FAX,バイオフューエル,は,,63,0,03-6412-8389,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDMtNjQxMi-4Mzg5CQ==
0064,FAX,中川油脂,な,,64,0,052-361-4384,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTM2MS--Mzg-CQ==
0065,FAX,鈴木ポンプ,す,,65,0,052-389-3366,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTM4OS-zMzY2CQ==
0066,FAX,フルハシ弥富,ふ,,66,0,0567684000,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NzY4NDAwMAk=
0067,FAX,フルハシ春日井,ふ,,67,0,0568840195,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2ODg-MDE5NQk=
0068,FAX,フルハシ清洲,ふ,,68,0,052-401-0332,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQwMS-wMzMyCQ==
0069,FAX,アルバ,あ,,69,0,052-486-7588,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQ4Ni-3NTg4CQ==
0070,FAX,ＫＥＣ,Ｋ,,70,0,0594-23-7167,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU5NC-yMy-3MTY3CQ==
0071,FAX,刈谷第一給食センター,か,,71,0,0566-26-0509,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2Ni-yNi-wNTA5CQ==
0072,FAX,東亜整備,と,,72,0,052-612-3315,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYxMi-zMzE1CQ==
0073,FAX,丸三商事　鳴海営業所,ま,,73,0,052-891-4166,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTg5MS--MTY2CQ==
0074,FAX,新生ユニオン,し,,74,0,0562-44-4374,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2Mi--NC--Mzc-CQ==
0075,FAX,知立衛生,ち,,75,0,0566821919,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU2NjgyMTkxOQk=
0076,FAX,ショウワ,し,,76,0,052-822-8620,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTgyMi-4NjIwCQ==
0077,FAX,栗田石油（津港油槽所）,く,,77,0,059-226-4921,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU5LTIyNi--OTIxCQ==
0078,FAX,昭和,し,,78,0,0587-34-3410,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU4Ny-zNC-zNDEwCQ==
0079,FAX,吉村容器,よ,,79,0,072-362-1236,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDcyLTM2Mi-xMjM2CQ==
0080,FAX,宮崎本社,み,,80,0,052-409-4174,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQwOS--MTc-CQ==
0081,FAX,宝ケミカル,た,,81,0,052-619-7748,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTYxOS-3NzQ4CQ==
0082,FAX,岩田商店,い,,82,0,0577-34-6509,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDU3Ny-zNC-2NTA5CQ==
0083,FAX,宮崎（中川センター）,み,,83,0,052-439-5455,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDUyLTQzOS-1NDU1CQ==
